Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: 0.02
Resulting threshold value (mean proportion of SNPs): 0.02 
770 loci were removed:
locus	mean_prop_SNPs
S1331 	0.04699	13	5933, 6056, 1G04730, 1G24706, 1G60560, 1G68930, 3G06920, 3G14120, 3G48425, 4G20850, 5G27970, 5G41800, 5G54080
S1332 	0.01971	15	5264, 6483, 6552, 5531, 5271, 6398, 1G16770, 1G57770, 1G67840, 2G25660, 2G26170, 3G55160, 4G09140, 4G23540, 5G51540
S1336 	0.05835	7	6393, 7279, 4992, 7333, 7296, 1G69860, 4G39470
S1339 	0.06559	6	6572, 2G26690, 3G04340, 4G10950, 5G50210, 5G54080
S1341 	0.14716	4	1G06590, 2G04842, 4G30720, 5G40440
S1342 	0.08404	5	1G06590, 1G18270, 3G14120, 3G18730, 4G35850
S1354 	0.05964	17	5489, 5104, 6150, 6689, 6483, 6969, 5822, 1G03090, 1G11000, 2G40770, 3G01150, 3G12590, 3G16150, 4G09750, 5G13690, 5G17530, 5G49810
S1365 	0.06379	6	6406, 7313, 1G06710, 4G17370, 5G02820, 5G20170
S1366 	0.03641	12	4744, 6660, 7028, 5642, 6227, 7333, 1G30010, 1G59980, 2G26200, 3G04340, 5G06120, 5G36890
S1368 	0.08252	7	6791, 7333, 1G03090, 1G04730, 1G76730, 4G16420, 5G16420
S1369 	0.04283	15	5273, 6689, 6705, 7194, 1G14300, 3G44330, 4G09750, 4G17370, 4G17380, 4G20850, 4G33080, 4G39470, 5G20170, 5G41800, 5G50160
S1370 	0.03914	11	5038, 7371, 7194, 7021, 6398, 3G44330, 3G55580, 5G26820, 5G35560, 5G48520, 5G54080
S1371 	0.12563	2	2G40860, 5G35560
S1374 	0.08314	9	7325, 7333, 1G73990, 3G10700, 4G17380, 4G26090, 4G30720, 4G35850, 5G58600
S1375 	0.04831	8	5528, 1G31800, 1G59980, 2G35500, 4G10950, 5G20170, 5G45900, 5G55250
S1376 	0.03154	7	7279, 5926, 1G69860, 1G79560, 3G01150, 4G04350, 5G39830
S1378 	0.025	12	6432, 5398, 6029, 7333, 1G24706, 1G27460, 1G71220, 3G18730, 4G08150, 4G20850, 5G47040, 5G51750
S1381 	0.03617	14	6384, 6992, 5513, 6531, 7577, 4992, 5968, 6552, 5943, 6792, 1G10240, 3G10700, 4G30720, 5G63920
S1400 	0.10274	2	3G22980, 5G11330
S1401 	0.07746	18	6978, 6506, 6865, 6056, 6649, 5968, 1G22770, 1G60560, 2G07360, 3G01150, 3G58520, 4G20850, 4G26090, 5G06120, 5G35460, 5G36890, 5G41800, 5G45900
S1405 	0.04538	13	6779, 6366, 5162, 5264, 6689, 7024, 6792, 1G31360, 1G79560, 2G26690, 2G32290, 2G35500, 3G16290
S1407 	0.07849	3	5926, 4G10020, 5G40820
S1408 	0.05368	12	5634, 6227, 7296, 2G07360, 2G26800, 2G40770, 3G14120, 4G16420, 4G26090, 5G16420, 5G27970, 5G65950
S1409 	0.05209	10	4471, 7325, 6407, 5822, 5304, 1G01220, 1G31360, 1G68050, 2G26800, 5G60600
S1419 	0.0572	6	4848, 1G59980, 3G05350, 3G48425, 5G39830, 5G50160
S1421 	0.05979	10	5489, 7367, 6572, 1G68930, 2G26800, 5G06120, 5G27970, 5G35460, 5G41800, 5G50320
S1422 	0.01159	9	7325, 6029, 5926, 1G30010, 1G67840, 1G79560, 2G04270, 5G11330, 5G48520
S1424 	0.13091	0	
S1428 	0.03847	12	6299, 7331, 5922, 6713, 1G04730, 1G69860, 2G26800, 2G32290, 3G62130, 5G17530, 5G49810, 5G63420
S1442 	0.0335	16	6848, 6992, 6056, 6705, 7367, 5943, 5656, 7296, 1G04730, 1G60560, 2G07360, 2G47600, 3G04340, 3G06920, 3G16150, 5G60600
S1449 	0.02612	12	6384, 6713, 5968, 6791, 6029, 1G59980, 2G41670, 3G17880, 4G17380, 4G34310, 5G06120, 5G26820
S1451 	0.02714	7	6150, 6366, 7028, 6791, 5822, 2G29560, 3G16150
S1458 	0.07418	1	
S1459 	0.09209	1	
S1460 	0.02121	17	7279, 6689, 5974, 6538, 7367, 6969, 6407, 6924, 1G65380, 2G04842, 2G41700, 3G27730, 4G09140, 4G14940, 4G17370, 5G39830, 5G48520
S1462 	0.0107	14	5038, 6366, 6689, 6705, 5634, 1G55250, 1G60070, 1G79560, 2G34960, 3G01150, 4G09750, 4G17380, 4G26090, 5G39710
S1464 	0.09411	4	1G67840, 1G69860, 2G40860, 5G39710
S1474 	0.05064	11	6779, 5264, 1G01770, 1G04730, 1G73990, 1G77405, 2G24230, 2G34640, 3G10700, 4G17370, 5G17530
S1475 	0.03354	9	6933, 6779, 5634, 6378, 7367, 5531, 6924, 1G14300, 3G48425
S1498 	0.01306	26	6384, 6992, 6406, 5273, 7028, 6531, 6601, 7021, 6538, 6854, 1G10240, 1G10910, 1G65380, 2G29560, 2G31740, 2G47600, 3G01060, 3G01150, 3G55160, 3G55580, 4G14940, 4G16420, 5G16210, 5G16420, 5G23880, 5G60600
S1506 	0.03137	17	5489, 5733, 6483, 5943, 6029, 2G07360, 3G14120, 3G58520, 4G16420, 4G39470, 5G06120, 5G13530, 5G16420, 5G20170, 5G27970, 5G41800, 5G54080
S1509 	0.0695	14	5634, 6649, 1G01220, 1G79150, 2G07360, 2G26800, 3G01150, 3G14120, 5G13530, 5G27970, 5G35460, 5G36890, 5G51070, 5G66960
S1519 	0.11316	0	
S1539 	0.00959	23	6432, 6779, 6150, 6531, 6732, 6538, 7367, 6854, 6792, 5866, 6540, 6572, 1G01220, 1G01770, 1G49040, 1G59980, 1G65380, 3G01150, 3G16150, 3G58520, 4G17380, 5G02820, 5G11380
S1541sl 	0.12733	0	
S1561 	0.09725	0	
S1579 	0.02719	25	5038, 6406, 4744, 7279, 6366, 7577, 5596, 6488, 6029, 6227, 6457, 6717, 2G07360, 2G40860, 3G01150, 4G16420, 4G17370, 4G23540, 5G11040, 5G16210, 5G16420, 5G27970, 5G49810, 5G51070, 5G60600
SRR11470320 	0.00278	3	6601, 2G24230, 3G02260
SRR8528336 	0.01277	16	1G31800, 1G79560, 2G26800, 3G14120, 3G19180, 3G43300, 3G55580, 4G10020, 4G20850, 5G11040, 5G13530, 5G35410, 5G40820, 5G50170, 5G51070, 5G66960
SRR8528338 	0.00946	10	1G01220, 1G72500, 2G26200, 3G14470, 4G23540, 4G30720, 5G39710, 5G40480, 5G51540, 5G54570
SRR8528339 	0.05194	8	1G01220, 1G30010, 1G79150, 3G01150, 4G04970, 4G30720, 4G39470, 5G48520
SRR8528341 	0.01006	14	1G15980, 1G68930, 1G72500, 2G18760, 3G01060, 4G16420, 4G39470, 5G11380, 5G22750, 5G23050, 5G35410, 5G40440, 5G54570, 5G66960
SRR8528342 	0.15678	0	
SRR8528343 	0.00779	10	1G01770, 1G03090, 2G25730, 2G41670, 3G17880, 3G44330, 3G52940, 5G13690, 5G40820, 5G50210
SRR8528347 	0.01348	6	6041, 1G04730, 1G16720, 2G31970, 3G01060, 5G58480
SRR8528350 	0.00485	8	2G07360, 3G01060, 3G27870, 4G10020, 5G17530, 5G40820, 5G51200, 5G54570
SRR8528354 	0.0489	6	1G31800, 1G59980, 2G18760, 2G35500, 4G09750, 5G58600
SRR8528356 	0.07167	9	1G05960, 1G16770, 1G27460, 2G40840, 3G01060, 3G43300, 4G39470, 5G06970, 5G63420
SRR8528357 	0.00405	5	6631, 1G31360, 2G41700, 4G04970, 4G17370
SRR8528358 	0.0381	9	1G01220, 1G03090, 1G10240, 1G67550, 2G18760, 2G29560, 3G48110, 4G26090, 5G65990
SRR8528359 	0.00998	6	1G59980, 2G04842, 3G22980, 5G19610, 5G39830, 5G51750
SRR8528361 	0.02609	8	1G65380, 3G17880, 3G55160, 4G10020, 4G23940, 5G13690, 5G23060, 5G51540
SRR8528364 	0.03881	14	2G04270, 2G29560, 2G32290, 3G05350, 3G12590, 3G16150, 3G49400, 4G16420, 4G20850, 5G16210, 5G50320, 5G51070, 5G51830, 5G53580
SRR8528365 	0.00472	5	5398, 1G18270, 1G55590, 5G17530, 5G40440
SRR8528370 	0.00431	7	6572, 1G60070, 4G17380, 4G35850, 4G39470, 5G17530, 5G55250
SRR8528372 	0.0053	10	5264, 5922, 1G15980, 1G55250, 3G52940, 4G26090, 5G02820, 5G17530, 5G19610, 5G51200
SRR8528373 	0.03262	7	1G57770, 2G34960, 2G40770, 3G17880, 3G19180, 5G23060, 5G58600
SRR8528376 	0.03211	29	5670, 5264, 5596, 6717, 1G11000, 1G24706, 1G55590, 1G59980, 1G72500, 1G73990, 2G26690, 2G29560, 2G41670, 3G01150, 3G14910, 3G18730, 3G19180, 3G43300, 3G48425, 3G55580, 4G04350, 4G08150, 4G10020, 4G39470, 5G06970, 5G11040, 5G13530, 5G16420, 5G40440
SRR8528379 	0.00502	12	5670, 5264, 1G10910, 1G14300, 1G27460, 1G61600, 3G05350, 5G11380, 5G16210, 5G17530, 5G40480, 5G40820
SRR8528380 	0.05082	3	1G60070, 5G53580, 5G60600
SRR8528381 	0.01235	14	1G06710, 1G24706, 3G02260, 3G18730, 4G04350, 4G17140, 4G20850, 4G23540, 5G23880, 5G36890, 5G49830, 5G51340, 5G58600, 5G60600
SRR8528382 	0.19368	0	
SRR8528384 	0.01835	4	3G04340, 3G48425, 5G40820, 5G54570
SRR8528385 	0.1069	3	3G16150, 3G16290, 3G44330
SRR8528388 	0.13598	0	
SRR8528389 	0.00787	12	5264, 1G15980, 1G31360, 1G60070, 3G01060, 4G09140, 4G39470, 5G11380, 5G50210, 5G54570, 5G60600, 5G63420
SRR8528391 	0.00792	11	6041, 2G31970, 3G04340, 3G17880, 3G49400, 4G09140, 4G10950, 4G39470, 5G51070, 5G51200, 5G65990
SRR8528394 	0.06064	14	5670, 6572, 2G26690, 2G26800, 3G12590, 3G22980, 4G16420, 5G19610, 5G23050, 5G45780, 5G45900, 5G51540, 5G51750, 5G51830
SRR8528397 	0.08369	6	2G13610, 2G24230, 2G41670, 3G18730, 4G27790, 5G49810
SRR8528398 	0.03304	18	1G01220, 1G49040, 1G73990, 1G76730, 1G79560, 2G42750, 3G05350, 3G17880, 4G23540, 4G23940, 5G11330, 5G16210, 5G17530, 5G20170, 5G35410, 5G39710, 5G51750, 5G51830
SRR8528399 	0.04063	18	6572, 1G49040, 1G73990, 2G29560, 2G40840, 3G14120, 3G16150, 3G17880, 3G52940, 4G08150, 4G10020, 4G16340, 4G17380, 4G20850, 5G13690, 5G40820, 5G48520, 5G51070
SRR8528400 	0.01089	10	5264, 1G10910, 1G57770, 1G79150, 2G04842, 3G14120, 3G27730, 5G40820, 5G50320, 5G51340
